"No.","Time","Source","Destination","Protocol","Length","Info"
"971","18.678566","142.250.195.234","192.168.0.185","QUIC","1292","Initial, SCID=f5aef12de3d1f429, PKN: 4, ACK, PADDING"
"973","18.683099","192.168.0.185","142.250.195.234","QUIC","1292","Initial, DCID=f5aef12de3d1f429, PKN: 6, PADDING, PING, PADDING"
"974","18.713620","192.168.0.185","142.250.195.234","QUIC","1292","Initial, DCID=f5aef12de3d1f429, PKN: 8, PADDING, PING, PADDING"
"975","18.723397","142.250.195.234","192.168.0.185","QUIC","1292","Initial, SCID=f5aef12de3d1f429, PKN: 5, ACK, PADDING"
"976","18.723397","142.250.195.234","192.168.0.185","QUIC","1292","Initial, SCID=f5aef12de3d1f429, PKN: 6, CRYPTO, PADDING"
"977","18.723397","142.250.195.234","192.168.0.185","QUIC","450","Protected Payload (KP0)"
"978","18.723397","142.250.195.234","192.168.0.185","QUIC","884","Protected Payload (KP0)"
"979","18.723397","142.250.195.234","192.168.0.185","QUIC","208","Protected Payload (KP0)"
"980","18.723573","142.250.195.234","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"981","18.723639","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"982","18.724557","192.168.0.185","142.250.195.234","QUIC","120","Handshake, DCID=f5aef12de3d1f429"
"983","18.724575","142.250.195.234","192.168.0.185","QUIC","1292","Initial, SCID=f5aef12de3d1f429, PKN: 12, ACK, CRYPTO, PADDING"
"984","18.724740","192.168.0.185","142.250.195.234","QUIC","73","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"985","18.725250","192.168.0.185","142.250.195.234","QUIC","785","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"986","18.727992","142.250.195.234","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"987","18.728123","142.250.195.234","192.168.0.185","QUIC","71","Protected Payload (KP0)"
"988","18.728325","192.168.0.185","142.250.195.234","QUIC","76","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"989","18.728565","192.168.0.185","142.250.195.234","QUIC","75","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"990","18.728685","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"991","18.745440","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"992","18.755615","142.251.43.68","192.168.0.185","QUIC","765","Protected Payload (KP0)"
"993","18.758816","192.168.0.185","142.251.43.68","QUIC","79","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"994","18.759348","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"995","18.790013","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"996","18.790013","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"997","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"998","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"999","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1000","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1001","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1002","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1003","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1004","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1005","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1006","18.790194","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1007","18.790416","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1008","18.790416","142.251.43.68","192.168.0.185","QUIC","712","Protected Payload (KP0)"
"1009","18.790509","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1010","18.790840","142.250.195.234","192.168.0.185","QUIC","1288","Protected Payload (KP0)"
"1011","18.790840","142.250.195.234","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1012","18.790840","142.250.195.234","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1013","18.790840","142.250.195.234","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1014","18.790840","142.250.195.234","192.168.0.185","QUIC","537","Protected Payload (KP0)"
"1015","18.790840","142.250.195.234","192.168.0.185","QUIC","117","Protected Payload (KP0)"
"1016","18.791212","192.168.0.185","142.250.195.234","QUIC","79","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"1017","18.791354","192.168.0.185","142.250.195.234","QUIC","75","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"1018","18.791485","192.168.0.185","3.233.158.25","TCP","54","[TCP Retransmission] 53642  >  443 [FIN, ACK] Seq=1 Ack=1 Win=513 Len=0"
"1019","18.791793","192.168.0.185","142.250.195.234","QUIC","75","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"1020","18.791875","192.168.0.185","142.250.195.234","QUIC","75","Protected Payload (KP0), DCID=f5aef12de3d1f429"
"1021","18.793208","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1022","18.795507","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"1023","18.799164","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1024","18.799592","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1025","18.799592","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1026","18.799592","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1027","18.799724","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1028","18.799724","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1029","18.799724","142.251.43.68","192.168.0.185","QUIC","78","Protected Payload (KP0)"
"1030","18.802939","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1031","18.821355","142.250.195.234","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1032","18.859972","192.168.0.185","192.168.0.1","DNS","74","Standard query 0xe605 A lh3.google.com"
"1033","18.860784","192.168.0.185","192.168.0.1","DNS","74","Standard query 0xe657 HTTPS lh3.google.com"
"1034","18.869645","192.168.0.1","192.168.0.185","DNS","110","Standard query response 0xe605 A lh3.google.com CNAME lh2.l.google.com A 142.250.67.46"
"1035","18.869645","192.168.0.1","192.168.0.185","DNS","144","Standard query response 0xe657 HTTPS lh3.google.com CNAME lh2.l.google.com SOA ns1.google.com"
"1036","18.873446","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=2a9f5db89be3eec7, PKN: 1, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO"
"1037","18.873704","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=2a9f5db89be3eec7, PKN: 2, CRYPTO"
"1038","18.873834","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=2a9f5db89be3eec7, PKN: 3, CRYPTO, PADDING, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING"
"1039","18.874578","192.168.0.185","142.250.67.46","QUIC","119","0-RTT, DCID=2a9f5db89be3eec7"
"1040","18.875791","192.168.0.185","142.250.67.46","QUIC","1288","0-RTT, DCID=2a9f5db89be3eec7"
"1041","18.875956","192.168.0.185","142.250.67.46","QUIC","1292","0-RTT, DCID=2a9f5db89be3eec7"
"1042","18.876093","192.168.0.185","142.250.67.46","QUIC","1223","0-RTT, DCID=2a9f5db89be3eec7"
"1043","18.876165","192.168.0.185","142.250.67.46","QUIC","111","0-RTT, DCID=2a9f5db89be3eec7"
"1044","18.876252","192.168.0.185","142.250.67.46","QUIC","86","0-RTT, DCID=2a9f5db89be3eec7"
"1045","18.876472","142.250.67.46","192.168.0.185","QUIC","82","Initial, SCID=ea9f5db89be3eec7, PKN: 1, ACK"
"1046","18.877373","142.250.67.46","192.168.0.185","QUIC","82","Initial, SCID=ea9f5db89be3eec7, PKN: 2, ACK"
"1047","18.877999","142.250.67.46","192.168.0.185","QUIC","1292","Initial, SCID=ea9f5db89be3eec7, PKN: 3, ACK, PADDING"
"1048","18.877999","142.250.67.46","192.168.0.185","QUIC","1292","Initial, SCID=ea9f5db89be3eec7, PKN: 4, ACK, PADDING"
"1049","18.884616","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=ea9f5db89be3eec7, PKN: 11, PADDING, PING, PADDING"
"1050","18.887680","142.250.67.46","192.168.0.185","QUIC","1292","Initial, SCID=ea9f5db89be3eec7, PKN: 5, ACK, PADDING"
"1051","18.900504","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=ea9f5db89be3eec7, PKN: 13, PADDING, PING, PADDING"
"1052","18.903680","142.250.67.46","192.168.0.185","QUIC","1292","Initial, SCID=ea9f5db89be3eec7, PKN: 6, ACK, PADDING"
"1053","18.914927","142.250.67.46","192.168.0.185","QUIC","1292","Initial, SCID=ea9f5db89be3eec7, PKN: 7, CRYPTO, PADDING"
"1054","18.914927","142.250.67.46","192.168.0.185","QUIC","338","Protected Payload (KP0)"
"1055","18.915471","142.250.67.46","192.168.0.185","QUIC","984","Protected Payload (KP0)"
"1056","18.915471","142.250.67.46","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1057","18.915471","142.250.67.46","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"1058","18.917742","192.168.0.185","142.250.67.46","QUIC","1292","Initial, DCID=ea9f5db89be3eec7, PKN: 14, ACK, PADDING"
"1059","18.918173","192.168.0.185","142.250.67.46","QUIC","120","Handshake, DCID=ea9f5db89be3eec7"
"1060","18.918338","192.168.0.185","142.250.67.46","QUIC","73","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1061","18.919403","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1062","18.919403","142.251.43.68","192.168.0.185","QUIC","626","Protected Payload (KP0)"
"1063","18.919924","142.251.43.68","192.168.0.185","QUIC","945","Protected Payload (KP0)"
"1064","18.920889","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1065","18.920988","142.251.43.68","192.168.0.185","QUIC","828","Protected Payload (KP0)"
"1066","18.920988","142.250.67.46","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"1067","18.921275","192.168.0.185","142.250.67.46","QUIC","73","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1068","18.922828","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1069","18.922828","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1070","18.922959","142.251.43.68","192.168.0.185","QUIC","1106","Protected Payload (KP0)"
"1071","18.922959","142.251.43.68","192.168.0.185","QUIC","170","Protected Payload (KP0)"
"1072","18.923143","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1073","18.923567","142.251.43.68","192.168.0.185","QUIC","181","Protected Payload (KP0)"
"1074","18.925505","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1075","18.927652","192.168.0.185","192.168.0.1","DNS","84","Standard query 0x765b A www.googleadservices.com"
"1076","18.928340","192.168.0.185","192.168.0.1","DNS","84","Standard query 0xda02 HTTPS www.googleadservices.com"
"1077","18.929051","192.168.0.185","142.251.43.68","QUIC","635","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1078","18.932606","192.168.0.1","192.168.0.185","DNS","100","Standard query response 0x765b A www.googleadservices.com A 142.251.222.194"
"1079","18.932606","192.168.0.1","192.168.0.185","DNS","125","Standard query response 0xda02 HTTPS www.googleadservices.com HTTPS A 142.251.222.194"
"1080","18.935529","192.168.0.185","142.251.222.194","QUIC","1292","Initial, DCID=bde9986d06139f02, PKN: 1, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING"
"1081","18.935745","192.168.0.185","142.251.222.194","QUIC","1292","Initial, DCID=bde9986d06139f02, PKN: 2, CRYPTO"
"1082","18.935826","192.168.0.185","142.251.222.194","QUIC","1292","Initial, DCID=bde9986d06139f02, PKN: 3, PING, PING, PING, PADDING, PING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"1083","18.936236","192.168.0.185","142.251.222.194","QUIC","121","0-RTT, DCID=bde9986d06139f02"
"1084","18.937455","192.168.0.185","142.251.222.194","QUIC","742","0-RTT, DCID=bde9986d06139f02"
"1085","18.937945","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1086","18.937945","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1087","18.937945","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1088","18.937945","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1089","18.937945","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1090","18.937945","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1091","18.937945","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1092","18.937945","142.251.43.68","192.168.0.185","QUIC","448","Protected Payload (KP0)"
"1093","18.938473","142.251.222.194","192.168.0.185","QUIC","82","Initial, SCID=fde9986d06139f02, PKN: 1, ACK"
"1094","18.940704","142.251.222.194","192.168.0.185","QUIC","82","Initial, SCID=fde9986d06139f02, PKN: 2, ACK"
"1095","18.940704","142.251.222.194","192.168.0.185","QUIC","1292","Initial, SCID=fde9986d06139f02, PKN: 3, ACK, PADDING"
"1096","18.941061","142.251.222.194","192.168.0.185","QUIC","1292","Initial, SCID=fde9986d06139f02, PKN: 4, ACK, PADDING"
"1097","18.941184","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1098","18.949111","192.168.0.185","142.251.222.194","QUIC","1292","Initial, DCID=fde9986d06139f02, PKN: 7, PADDING, PING, PADDING"
"1099","18.956349","142.251.222.194","192.168.0.185","QUIC","1292","Initial, SCID=fde9986d06139f02, PKN: 5, ACK, PADDING"
"1100","18.962974","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"1101","18.964852","142.250.67.46","192.168.0.185","QUIC","1288","Protected Payload (KP0)"
"1102","18.964852","142.250.67.46","192.168.0.185","QUIC","1288","Protected Payload (KP0)"
"1103","18.964972","142.250.67.46","192.168.0.185","QUIC","779","Protected Payload (KP0)"
"1104","18.964972","142.250.67.46","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"1105","18.965343","192.168.0.185","142.250.67.46","QUIC","77","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1106","18.965526","192.168.0.185","142.250.67.46","QUIC","73","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1107","18.965663","192.168.0.185","142.251.222.194","QUIC","1292","Initial, DCID=fde9986d06139f02, PKN: 9, PADDING, PING, PADDING"
"1108","18.966490","192.168.0.185","142.250.67.46","QUIC","77","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1109","18.966726","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"1110","18.968186","142.250.67.46","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1111","18.969080","142.251.222.194","192.168.0.185","QUIC","1292","Initial, SCID=fde9986d06139f02, PKN: 6, ACK, PADDING"
"1112","18.973881","192.168.0.185","192.168.0.1","DNS","85","Standard query 0x4903 A lh3.googleusercontent.com"
"1113","18.974775","192.168.0.185","192.168.0.1","DNS","85","Standard query 0xa229 HTTPS lh3.googleusercontent.com"
"1114","18.975085","142.251.222.194","192.168.0.185","QUIC","1292","Initial, SCID=fde9986d06139f02, PKN: 7, CRYPTO, PADDING"
"1115","18.975085","142.251.222.194","192.168.0.185","QUIC","337","Protected Payload (KP0)"
"1116","18.975085","142.251.222.194","192.168.0.185","QUIC","997","Protected Payload (KP0)"
"1117","18.975276","142.251.222.194","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1118","18.975276","142.251.222.194","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1119","18.975842","192.168.0.185","142.251.222.194","QUIC","120","Handshake, DCID=fde9986d06139f02"
"1120","18.976005","192.168.0.185","142.251.222.194","QUIC","73","Protected Payload (KP0), DCID=fde9986d06139f02"
"1121","18.976257","192.168.0.1","192.168.0.185","DNS","130","Standard query response 0x4903 A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.250.67.33"
"1122","18.976943","192.168.0.1","192.168.0.185","DNS","171","Standard query response 0xa229 HTTPS lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com"
"1123","18.978908","192.168.0.185","142.250.67.33","QUIC","1292","Initial, DCID=e806c5d206fdbdfe, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, PING, CRYPTO"
"1124","18.979103","192.168.0.185","142.250.67.33","QUIC","1292","Initial, DCID=e806c5d206fdbdfe, PKN: 2, CRYPTO"
"1125","18.979172","192.168.0.185","142.250.67.33","QUIC","1292","Initial, DCID=e806c5d206fdbdfe, PKN: 3, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING"
"1126","18.979939","192.168.0.185","142.250.67.33","QUIC","123","0-RTT, DCID=e806c5d206fdbdfe"
"1127","18.980843","192.168.0.185","142.250.67.33","QUIC","1288","0-RTT, DCID=e806c5d206fdbdfe"
"1128","18.980936","192.168.0.185","142.250.67.33","QUIC","631","0-RTT, DCID=e806c5d206fdbdfe"
"1129","18.984055","142.251.222.194","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"1130","18.984055","142.251.222.194","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"1131","18.984173","142.250.67.33","192.168.0.185","QUIC","82","Initial, SCID=e806c5d206fdbdfe, PKN: 1, ACK"
"1132","18.984620","192.168.0.185","142.251.222.194","QUIC","73","Protected Payload (KP0), DCID=fde9986d06139f02"
"1133","18.987454","142.250.67.33","192.168.0.185","QUIC","82","Initial, SCID=e806c5d206fdbdfe, PKN: 2, ACK"
"1134","18.987454","142.250.67.33","192.168.0.185","QUIC","1292","Initial, SCID=e806c5d206fdbdfe, PKN: 3, ACK, PADDING"
"1135","18.987454","142.250.67.33","192.168.0.185","QUIC","1292","Initial, SCID=e806c5d206fdbdfe, PKN: 4, ACK, PADDING"
"1136","18.988739","192.168.0.185","192.168.0.1","DNS","73","Standard query 0x0350 A id.google.com"
"1137","18.989567","192.168.0.185","192.168.0.1","DNS","73","Standard query 0x35f5 HTTPS id.google.com"
"1138","18.991129","192.168.0.1","192.168.0.185","DNS","89","Standard query response 0x0350 A id.google.com A 142.250.77.99"
"1139","18.991609","192.168.0.185","142.250.67.33","QUIC","1292","Initial, DCID=e806c5d206fdbdfe, PKN: 8, PADDING, PING, PADDING"
"1140","18.991884","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1141","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1142","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1143","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1144","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1145","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1146","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1147","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1148","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1149","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1150","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1151","18.991884","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1152","18.992567","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1153","18.992948","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1154","18.992948","142.251.43.68","192.168.0.185","QUIC","497","Protected Payload (KP0)"
"1155","18.992948","192.168.0.1","192.168.0.185","DNS","123","Standard query response 0x35f5 HTTPS id.google.com SOA ns1.google.com"
"1156","18.998197","192.168.0.185","142.250.77.99","QUIC","1292","Initial, DCID=6248f69baf08b253, PKN: 1, PING, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING"
"1157","18.998932","192.168.0.185","142.250.77.99","QUIC","1292","Initial, DCID=6248f69baf08b253, PKN: 2, CRYPTO, PING, PING, PING, PADDING, CRYPTO, PING, PING, PING, PADDING, PING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING"
"1158","18.999124","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1159","18.999230","192.168.0.185","142.250.67.46","QUIC","77","Protected Payload (KP0), DCID=ea9f5db89be3eec7"
"1160","18.999316","142.250.67.33","192.168.0.185","QUIC","1292","Initial, SCID=e806c5d206fdbdfe, PKN: 5, ACK, PADDING"
"1161","18.999316","142.250.67.46","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1162","18.999316","142.251.43.68","192.168.0.185","QUIC","763","Protected Payload (KP0)"
"1163","18.999316","142.251.43.68","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"1164","19.001548","142.250.77.99","192.168.0.185","QUIC","82","Initial, SCID=e248f69baf08b253, PKN: 1, ACK"
"1165","19.002342","192.168.0.185","142.251.43.68","QUIC","79","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1166","19.002574","142.250.67.46","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"1167","19.002574","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1168","19.002574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1169","19.002574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1170","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1171","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1172","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1173","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1174","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1175","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1176","19.002786","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1177","19.003027","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1178","19.003317","142.250.77.99","192.168.0.185","QUIC","1292","Initial, SCID=e248f69baf08b253, PKN: 2, ACK, PADDING"
"1179","19.003317","142.250.77.99","192.168.0.185","QUIC","1292","Initial, SCID=e248f69baf08b253, PKN: 3, CRYPTO, PADDING"
"1180","19.003396","142.250.77.99","192.168.0.185","QUIC","1292","Initial, SCID=e248f69baf08b253, PKN: 4, CRYPTO, PADDING"
"1181","19.003767","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1182","19.003767","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1183","19.003826","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1184","19.003826","142.251.43.68","192.168.0.185","QUIC","538","Protected Payload (KP0)"
"1185","19.004353","192.168.0.185","142.250.77.99","QUIC","1292","Initial, DCID=e248f69baf08b253, PKN: 3, ACK, PADDING"
"1186","19.005662","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1187","19.008400","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"1188","19.008400","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1189","19.008575","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1190","19.008575","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1191","19.008575","142.251.43.68","192.168.0.185","QUIC","639","Protected Payload (KP0)"
"1192","19.008575","142.251.43.68","192.168.0.185","QUIC","237","Protected Payload (KP0)"
"1193","19.008575","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1194","19.008782","192.168.0.185","142.250.77.99","QUIC","79","Handshake, DCID=e248f69baf08b253"
"1195","19.011674","192.168.0.185","142.251.222.194","QUIC","74","Protected Payload (KP0), DCID=fde9986d06139f02"
"1196","19.012604","192.168.0.185","142.250.77.99","TCP","66","53654  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1197","19.012928","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1198","19.016026","192.168.0.185","142.250.67.33","QUIC","1292","Initial, DCID=e806c5d206fdbdfe, PKN: 10, PADDING, PING, PADDING"
"1199","19.018013","192.168.0.185","142.250.77.99","QUIC","79","Handshake, DCID=e248f69baf08b253"
"1200","19.018443","142.251.222.194","192.168.0.185","QUIC","374","Protected Payload (KP0)"
"1201","19.018443","142.251.222.194","192.168.0.185","QUIC","63","Protected Payload (KP0)"
"1202","19.018443","142.250.77.99","192.168.0.185","TCP","66","443  >  53654 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1203","19.018622","192.168.0.185","142.250.77.99","TCP","54","53654  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1204","19.019005","192.168.0.185","142.251.222.194","QUIC","77","Protected Payload (KP0), DCID=fde9986d06139f02"
"1205","19.019796","192.168.0.185","142.250.77.99","TCP","1466","53654  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1206]"
"1206","19.019796","192.168.0.185","142.250.77.99","TLSv1.3","397","Client Hello (SNI=id.google.com)"
"1207","19.021045","142.250.67.33","192.168.0.185","QUIC","1292","Initial, SCID=e806c5d206fdbdfe, PKN: 6, CRYPTO, PADDING"
"1208","19.021850","142.250.67.33","192.168.0.185","QUIC","346","Protected Payload (KP0)"
"1209","19.021850","142.250.67.33","192.168.0.185","QUIC","988","Protected Payload (KP0)"
"1210","19.022081","142.250.67.33","192.168.0.185","QUIC","83","Protected Payload (KP0)"
"1211","19.022081","142.250.67.33","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1212","19.022081","142.250.67.33","192.168.0.185","QUIC","1292","Initial, SCID=e806c5d206fdbdfe, PKN: 12, ACK, CRYPTO, PADDING"
